진료년도,시도,시군구,성별,연령군,환자수,입내원일수,요양급여비용총액
2023,인천,인천계양구,여,30~39세,0,0,0
2023,인천,인천계양구,여,40~49세,0,0,0
2023,인천,인천계양구,여,50~59세,19,791,82163250
2023,인천,인천계양구,여,60~69세,106,4571,405582110
2023,인천,인천계양구,여,70~79세,451,14004,1118532100
2023,인천,인천계양구,여,80~89세,1812,56681,4447326490
2023,인천,인천계양구,여,90~99세,712,22012,1548454050
2023,인천,인천계양구,여,100세 이상,24,442,24976080
2023,인천,인천강화군,남,0~9세,0,0,0
2023,인천,인천강화군,남,10~19세,0,0,0
2023,인천,인천강화군,남,20~29세,0,0,0
2023,인천,인천강화군,남,30~39세,0,0,0
2023,인천,인천강화군,남,40~49세,0,0,0
2023,인천,인천강화군,남,50~59세,0,0,0
2023,인천,인천강화군,남,60~69세,20,717,64231910
2023,인천,인천강화군,남,70~79세,114,968,76709810
2023,인천,인천강화군,남,80~89세,283,2797,205877130
2023,인천,인천강화군,남,90~99세,63,845,49987190
2023,인천,인천강화군,남,100세 이상,0,0,0
2023,인천,인천강화군,여,0~9세,0,0,0
2023,인천,인천강화군,여,10~19세,0,0,0
2023,인천,인천강화군,여,20~29세,0,0,0
2023,인천,인천강화군,여,30~39세,0,0,0
2023,인천,인천강화군,여,40~49세,0,0,0
2023,인천,인천강화군,여,50~59세,0,0,0
2023,인천,인천강화군,여,60~69세,26,135,7158870
2023,인천,인천강화군,여,70~79세,228,1743,111846630
2023,인천,인천강화군,여,80~89세,678,7804,515391760
2023,인천,인천강화군,여,90~99세,255,4910,282794310
2023,인천,인천강화군,여,100세 이상,12,116,5315100
2023,인천,인천옹진군,남,0~9세,0,0,0
2023,인천,인천옹진군,남,10~19세,0,0,0
2023,인천,인천옹진군,남,20~29세,0,0,0
2023,인천,인천옹진군,남,30~39세,0,0,0
2023,인천,인천옹진군,남,40~49세,0,0,0
2023,인천,인천옹진군,남,50~59세,0,0,0
2023,인천,인천옹진군,남,60~69세,0,0,0
2023,인천,인천옹진군,남,70~79세,0,0,0
2023,인천,인천옹진군,남,80~89세,0,0,0
2023,인천,인천옹진군,남,90~99세,0,0,0
2023,인천,인천옹진군,남,100세 이상,0,0,0
2023,인천,인천옹진군,여,0~9세,0,0,0
2023,인천,인천옹진군,여,10~19세,0,0,0
2023,인천,인천옹진군,여,20~29세,0,0,0
2023,인천,인천옹진군,여,30~39세,0,0,0
2023,인천,인천옹진군,여,40~49세,0,0,0
2023,인천,인천옹진군,여,50~59세,0,0,0
2023,인천,인천옹진군,여,60~69세,0,0,0
2023,인천,인천옹진군,여,70~79세,0,0,0
2023,인천,인천옹진군,여,80~89세,15,28,2825520
2023,인천,인천옹진군,여,90~99세,0,0,0
2023,인천,인천옹진군,여,100세 이상,0,0,0
2023,대구,대구남구,남,0~9세,0,0,0
2023,대구,대구남구,남,10~19세,0,0,0
2023,대구,대구남구,남,20~29세,0,0,0
2023,대구,대구남구,남,30~39세,0,0,0
2023,대구,대구남구,남,40~49세,0,0,0
2023,대구,대구남구,남,50~59세,23,169,16283480
2023,대구,대구남구,남,60~69세,153,3517,313713600
2023,대구,대구남구,남,70~79세,441,9568,895628110
2023,대구,대구남구,남,80~89세,706,16617,1471003520
2023,대구,대구남구,남,90~99세,90,4404,388430770
2023,대구,대구남구,남,100세 이상,0,0,0
2023,대구,대구남구,여,0~9세,0,0,0
2023,대구,대구남구,여,10~19세,0,0,0
2023,대구,대구남구,여,20~29세,0,0,0
2023,대구,대구남구,여,30~39세,0,0,0
2023,대구,대구남구,여,40~49세,0,0,0
2023,대구,대구남구,여,50~59세,19,132,16497670
2023,대구,대구남구,여,60~69세,167,2571,253794980
2023,대구,대구남구,여,70~79세,826,17138,1577835250
2023,대구,대구남구,여,80~89세,2057,68781,5955957230
2023,대구,대구남구,여,90~99세,543,33597,2820014940
2023,대구,대구남구,여,100세 이상,22,2019,162858730
2023,대구,대구동구,남,0~9세,0,0,0
2023,대구,대구동구,남,10~19세,0,0,0
2023,대구,대구동구,남,20~29세,0,0,0
2023,대구,대구동구,남,30~39세,0,0,0
2023,대구,대구동구,남,40~49세,0,0,0
2023,대구,대구동구,남,50~59세,25,928,71999480
2023,대구,대구동구,남,60~69세,207,2800,218856980
2023,대구,대구동구,남,70~79세,743,10229,751770530
2023,대구,대구동구,남,80~89세,1331,21734,1571818820
2023,대구,대구동구,남,90~99세,218,3766,288855540
2023,대구,대구동구,남,100세 이상,0,0,0
2023,대구,대구동구,여,0~9세,0,0,0
2023,대구,대구동구,여,10~19세,0,0,0
2023,대구,대구동구,여,20~29세,0,0,0
2023,대구,대구동구,여,30~39세,0,0,0
2023,대구,대구동구,여,40~49세,0,0,0
2023,대구,대구동구,여,50~59세,41,1338,100418080
2023,대구,대구동구,여,60~69세,348,3439,224377110
2023,대구,대구동구,여,70~79세,1556,18949,1305996390
2023,대구,대구동구,여,80~89세,3725,74188,5223123960
2023,대구,대구동구,여,90~99세,1015,35735,2625252050
2023,대구,대구동구,여,100세 이상,31,712,47933990
2023,대구,대구북구,남,0~9세,0,0,0
2023,대구,대구북구,남,10~19세,0,0,0
2023,대구,대구북구,남,20~29세,0,0,0
2023,대구,대구북구,남,30~39세,0,0,0
2023,대구,대구북구,남,40~49세,0,0,0
2023,대구,대구북구,남,50~59세,28,122,10960100
2023,대구,대구북구,남,60~69세,185,5556,468562990
2023,대구,대구북구,남,70~79세,483,14808,1297064040
2023,대구,대구북구,남,80~89세,983,26051,2240972210
2023,대구,대구북구,남,90~99세,188,7107,572238000
2023,대구,대구북구,남,100세 이상,0,0,0
2023,대구,대구북구,여,0~9세,0,0,0
2023,대구,대구북구,여,10~19세,0,0,0
2023,대구,대구북구,여,20~29세,0,0,0
2023,대구,대구북구,여,30~39세,0,0,0
2023,대구,대구북구,여,40~49세,0,0,0
2023,대구,대구북구,여,50~59세,42,228,23227380
2023,대구,대구북구,여,60~69세,226,4712,429787060
2023,대구,대구북구,여,70~79세,1079,21536,1817313930
2023,대구,대구북구,여,80~89세,3118,92164,7547960700
2023,대구,대구북구,여,90~99세,880,30491,2396871790
2023,대구,대구북구,여,100세 이상,23,554,40338800
2023,대구,대구서구,남,0~9세,0,0,0
2023,대구,대구서구,남,10~19세,0,0,0
2023,대구,대구서구,남,20~29세,0,0,0
2023,대구,대구서구,남,30~39세,0,0,0
2023,대구,대구서구,남,40~49세,0,0,0
2023,대구,대구서구,남,50~59세,0,0,0
2023,대구,대구서구,남,60~69세,89,5585,470344850
2023,대구,대구서구,남,70~79세,315,14369,1268967940
2023,대구,대구서구,남,80~89세,546,27455,2339000200
2023,대구,대구서구,남,90~99세,93,7345,632958980
2023,대구,대구서구,남,100세 이상,0,0,0
2023,대구,대구서구,여,0~9세,0,0,0
2023,대구,대구서구,여,10~19세,0,0,0
2023,대구,대구서구,여,20~29세,0,0,0
2023,대구,대구서구,여,30~39세,0,0,0
2023,대구,대구서구,여,40~49세,0,0,0
2023,대구,대구서구,여,50~59세,0,0,0
2023,대구,대구서구,여,60~69세,95,4254,341280180
2023,대구,대구서구,여,70~79세,547,21856,1912734990
2023,대구,대구서구,여,80~89세,1697,119729,9957516740
2023,대구,대구서구,여,90~99세,530,46361,3779192660
2023,대구,대구서구,여,100세 이상,17,1643,132286470
2023,대구,대구수성구,남,0~9세,0,0,0
2023,대구,대구수성구,남,10~19세,0,0,0
2023,대구,대구수성구,남,20~29세,0,0,0
2023,대구,대구수성구,남,30~39세,0,0,0
2023,대구,대구수성구,남,40~49세,0,0,0
2023,대구,대구수성구,남,50~59세,0,0,0
2023,대구,대구수성구,남,60~69세,110,2710,230486880
2023,대구,대구수성구,남,70~79세,391,6703,639774520
2023,대구,대구수성구,남,80~89세,788,24166,2077110120
2023,대구,대구수성구,남,90~99세,135,5177,424415100
2023,대구,대구수성구,남,100세 이상,0,0,0
2023,대구,대구수성구,여,0~9세,0,0,0
2023,대구,대구수성구,여,10~19세,0,0,0
2023,대구,대구수성구,여,20~29세,0,0,0
2023,대구,대구수성구,여,30~39세,0,0,0
2023,대구,대구수성구,여,40~49세,0,0,0
2023,대구,대구수성구,여,50~59세,12,342,28296010
2023,대구,대구수성구,여,60~69세,173,2310,241640360
2023,대구,대구수성구,여,70~79세,806,16791,1515938520
2023,대구,대구수성구,여,80~89세,2135,81989,6954855170
2023,대구,대구수성구,여,90~99세,672,40598,3375169260
2023,대구,대구수성구,여,100세 이상,11,134,9108910
2023,대구,대구중구,남,0~9세,0,0,0
2023,대구,대구중구,남,10~19세,0,0,0
2023,대구,대구중구,남,20~29세,0,0,0
2023,대구,대구중구,남,30~39세,0,0,0
2023,대구,대구중구,남,40~49세,0,0,0
2023,대구,대구중구,남,50~59세,10,41,3047290
2023,대구,대구중구,남,60~69세,93,733,54403310
2023,대구,대구중구,남,70~79세,253,1778,132303320
2023,대구,대구중구,남,80~89세,373,3033,226546110
2023,대구,대구중구,남,90~99세,45,250,18614420
2023,대구,대구중구,남,100세 이상,0,0,0
2023,대구,대구중구,여,0~9세,0,0,0
2023,대구,대구중구,여,10~19세,0,0,0
2023,대구,대구중구,여,20~29세,0,0,0
2023,대구,대구중구,여,30~39세,0,0,0
2023,대구,대구중구,여,40~49세,0,0,0
2023,대구,대구중구,여,50~59세,12,54,3364280
2023,대구,대구중구,여,60~69세,137,527,47420280
2023,대구,대구중구,여,70~79세,487,2621,208399260
2023,대구,대구중구,여,80~89세,817,10512,788097170
2023,대구,대구중구,여,90~99세,134,3547,260241090
2023,대구,대구중구,여,100세 이상,0,0,0
2023,대구,대구달서구,남,0~9세,0,0,0
2023,대구,대구달서구,남,10~19세,0,0,0
2023,대구,대구달서구,남,20~29세,0,0,0
2023,대구,대구달서구,남,30~39세,0,0,0
2023,대구,대구달서구,남,40~49세,0,0,0
2023,대구,대구달서구,남,50~59세,34,535,43424630
2023,대구,대구달서구,남,60~69세,253,5156,454644010
2023,대구,대구달서구,남,70~79세,1048,14857,1336011680
2023,대구,대구달서구,남,80~89세,1374,24798,2081720290
2023,대구,대구달서구,남,90~99세,303,5196,419725120
2023,대구,대구달서구,남,100세 이상,0,0,0
2023,대구,대구달서구,여,0~9세,0,0,0
2023,대구,대구달서구,여,10~19세,0,0,0
2023,대구,대구달서구,여,20~29세,0,0,0
2023,대구,대구달서구,여,30~39세,0,0,0
2023,대구,대구달서구,여,40~49세,0,0,0
2023,대구,대구달서구,여,50~59세,25,468,39598940
2023,대구,대구달서구,여,60~69세,348,2652,250723760
2023,대구,대구달서구,여,70~79세,1464,19286,1663615090
2023,대구,대구달서구,여,80~89세,3738,100027,8087501300
2023,대구,대구달서구,여,90~99세,997,38921,3067015160
2023,대구,대구달서구,여,100세 이상,19,1005,77543230
2023,대구,대구달성군,남,0~9세,0,0,0
2023,대구,대구달성군,남,10~19세,0,0,0
2023,대구,대구달성군,남,20~29세,0,0,0
2023,대구,대구달성군,남,30~39세,0,0,0
2023,대구,대구달성군,남,40~49세,0,0,0
2023,대구,대구달성군,남,50~59세,0,0,0
2023,대구,대구달성군,남,60~69세,52,3205,259644710
2023,대구,대구달성군,남,70~79세,156,11629,965802410
2023,대구,대구달성군,남,80~89세,336,22413,1835965690
2023,대구,대구달성군,남,90~99세,78,6461,515732290
2023,대구,대구달성군,남,100세 이상,0,0,0
2023,대구,대구달성군,여,0~9세,0,0,0
2023,대구,대구달성군,여,10~19세,0,0,0
2023,대구,대구달성군,여,20~29세,0,0,0
2023,대구,대구달성군,여,30~39세,0,0,0
2023,대구,대구달성군,여,40~49세,0,0,0
2023,대구,대구달성군,여,50~59세,0,0,0
2023,대구,대구달성군,여,60~69세,31,1675,137241530
2023,대구,대구달성군,여,70~79세,273,17729,1455365330
2023,대구,대구달성군,여,80~89세,1051,81439,6624014930
2023,대구,대구달성군,여,90~99세,372,37275,3007226820
2023,대구,대구달성군,여,100세 이상,10,1137,89466350
2023,대구,대구군위군,남,0~9세,0,0,0
2023,대구,대구군위군,남,10~19세,0,0,0
2023,대구,대구군위군,남,20~29세,0,0,0
2023,대구,대구군위군,남,30~39세,0,0,0
2023,대구,대구군위군,남,40~49세,0,0,0
2023,대구,대구군위군,남,50~59세,0,0,0
2023,대구,대구군위군,남,60~69세,0,0,0
2023,대구,대구군위군,남,70~79세,19,44,1219820
2023,대구,대구군위군,남,80~89세,46,134,3447680
2023,대구,대구군위군,남,90~99세,0,0,0
2023,대구,대구군위군,남,100세 이상,0,0,0
2023,대구,대구군위군,여,0~9세,0,0,0
2023,대구,대구군위군,여,10~19세,0,0,0
2023,대구,대구군위군,여,20~29세,0,0,0
2023,대구,대구군위군,여,30~39세,0,0,0
2023,대구,대구군위군,여,40~49세,0,0,0
2023,대구,대구군위군,여,50~59세,0,0,0
2023,대구,대구군위군,여,60~69세,0,0,0
2023,대구,대구군위군,여,70~79세,53,149,5274770
2023,대구,대구군위군,여,80~89세,127,365,9023430
2023,대구,대구군위군,여,90~99세,28,73,2481300
2023,대구,대구군위군,여,100세 이상,0,0,0
2023,광주,광주동구,남,0~9세,0,0,0
2023,광주,광주동구,남,10~19세,0,0,0
2023,광주,광주동구,남,20~29세,0,0,0
2023,광주,광주동구,남,30~39세,0,0,0
2023,광주,광주동구,남,40~49세,0,0,0
2023,광주,광주동구,남,50~59세,28,386,38232490
2023,광주,광주동구,남,60~69세,123,6078,594767710
2023,광주,광주동구,남,70~79세,433,14090,1340392020
2023,광주,광주동구,남,80~89세,657,24378,2251861220
2023,광주,광주동구,남,90~99세,88,6053,531783240
2023,광주,광주동구,남,100세 이상,0,0,0
2023,광주,광주동구,여,0~9세,0,0,0
2023,광주,광주동구,여,10~19세,0,0,0
2023,광주,광주동구,여,20~29세,0,0,0
2023,광주,광주동구,여,30~39세,0,0,0
2023,광주,광주동구,여,40~49세,0,0,0
2023,광주,광주동구,여,50~59세,28,215,24745500
2023,광주,광주동구,여,60~69세,156,2399,248155620
2023,광주,광주동구,여,70~79세,671,18545,1718400790
2023,광주,광주동구,여,80~89세,1441,84607,7317647100
2023,광주,광주동구,여,90~99세,507,57179,4858615500
2023,광주,광주동구,여,100세 이상,20,2478,203236010
2023,광주,광주북구,남,0~9세,0,0,0
2023,광주,광주북구,남,10~19세,0,0,0
2023,광주,광주북구,남,20~29세,0,0,0
2023,광주,광주북구,남,30~39세,0,0,0
2023,광주,광주북구,남,40~49세,0,0,0
2023,광주,광주북구,남,50~59세,32,1871,165980530
2023,광주,광주북구,남,60~69세,174,7728,718674270
2023,광주,광주북구,남,70~79세,640,20722,1895257100
2023,광주,광주북구,남,80~89세,1304,57049,4950282850
2023,광주,광주북구,남,90~99세,219,14345,1250827010
2023,광주,광주북구,남,100세 이상,0,0,0
2023,광주,광주북구,여,0~9세,0,0,0
2023,광주,광주북구,여,10~19세,0,0,0
2023,광주,광주북구,여,20~29세,0,0,0
2023,광주,광주북구,여,30~39세,0,0,0
2023,광주,광주북구,여,40~49세,0,0,0
2023,광주,광주북구,여,50~59세,28,1355,121845840
2023,광주,광주북구,여,60~69세,250,6317,617680660
2023,광주,광주북구,여,70~79세,1293,38765,3517512340
2023,광주,광주북구,여,80~89세,3561,183633,15664080890
2023,광주,광주북구,여,90~99세,1122,90711,7511876950
2023,광주,광주북구,여,100세 이상,36,2206,180581290
2023,광주,광주서구,남,0~9세,0,0,0
2023,광주,광주서구,남,10~19세,0,0,0
2023,광주,광주서구,남,20~29세,0,0,0
2023,광주,광주서구,남,30~39세,0,0,0
2023,광주,광주서구,남,40~49세,0,0,0
2023,광주,광주서구,남,50~59세,0,0,0
2023,광주,광주서구,남,60~69세,52,1629,134626210
2023,광주,광주서구,남,70~79세,193,9109,784873870
2023,광주,광주서구,남,80~89세,410,19621,1651512650
2023,광주,광주서구,남,90~99세,83,4868,409132990
2023,광주,광주서구,남,100세 이상,0,0,0
2023,광주,광주서구,여,0~9세,0,0,0
2023,광주,광주서구,여,10~19세,0,0,0
2023,광주,광주서구,여,20~29세,0,0,0
2023,광주,광주서구,여,30~39세,0,0,0
2023,광주,광주서구,여,40~49세,0,0,0
2023,광주,광주서구,여,50~59세,0,0,0
2023,광주,광주서구,여,60~69세,64,1599,129832720
2023,광주,광주서구,여,70~79세,383,12761,1062134520
2023,광주,광주서구,여,80~89세,1128,80423,6733362740
2023,광주,광주서구,여,90~99세,398,42574,3571060650
2023,광주,광주서구,여,100세 이상,15,1984,164195370
2023,광주,광주광산구,남,0~9세,0,0,0
2023,광주,광주광산구,남,10~19세,0,0,0
2023,광주,광주광산구,남,20~29세,0,0,0
2023,광주,광주광산구,남,30~39세,0,0,0
2023,광주,광주광산구,남,40~49세,0,0,0
2023,광주,광주광산구,남,50~59세,27,2701,227870150
2023,광주,광주광산구,남,60~69세,152,12818,1126158600
2023,광주,광주광산구,남,70~79세,741,32771,2883833950
2023,광주,광주광산구,남,80~89세,976,64460,5639984490
2023,광주,광주광산구,남,90~99세,246,14119,1229742390
2023,광주,광주광산구,남,100세 이상,0,0,0
2023,광주,광주광산구,여,0~9세,0,0,0
2023,광주,광주광산구,여,10~19세,0,0,0
2023,광주,광주광산구,여,20~29세,0,0,0
2023,광주,광주광산구,여,30~39세,0,0,0
2023,광주,광주광산구,여,40~49세,0,0,0
2023,광주,광주광산구,여,50~59세,13,427,36730290
2023,광주,광주광산구,여,60~69세,157,6772,600107660
2023,광주,광주광산구,여,70~79세,902,43268,3780571960
2023,광주,광주광산구,여,80~89세,2754,222883,18893606170
2023,광주,광주광산구,여,90~99세,843,99713,8326876450
2023,광주,광주광산구,여,100세 이상,43,5977,504008150
2023,광주,광주남구,남,0~9세,0,0,0
2023,광주,광주남구,남,10~19세,0,0,0
2023,광주,광주남구,남,20~29세,0,0,0
2023,광주,광주남구,남,30~39세,0,0,0
2023,광주,광주남구,남,40~49세,0,0,0
2023,광주,광주남구,남,50~59세,11,918,76561360
2023,광주,광주남구,남,60~69세,77,3720,291202930
2023,광주,광주남구,남,70~79세,291,15423,1364926490
2023,광주,광주남구,남,80~89세,481,28177,2422537060
2023,광주,광주남구,남,90~99세,74,5781,462282870
2023,광주,광주남구,남,100세 이상,0,0,0
2023,광주,광주남구,여,0~9세,0,0,0
2023,광주,광주남구,여,10~19세,0,0,0
2023,광주,광주남구,여,20~29세,0,0,0
2023,광주,광주남구,여,30~39세,0,0,0
2023,광주,광주남구,여,40~49세,0,0,0
2023,광주,광주남구,여,50~59세,10,69,2423900
2023,광주,광주남구,여,60~69세,90,3715,378303210
2023,광주,광주남구,여,70~79세,390,16402,1419237140
2023,광주,광주남구,여,80~89세,1278,98419,8417519010
2023,광주,광주남구,여,90~99세,442,61833,5220054170
2023,광주,광주남구,여,100세 이상,18,1852,154499740
2023,대전,대전유성구,남,0~9세,0,0,0
2023,대전,대전유성구,남,10~19세,0,0,0
2023,대전,대전유성구,남,20~29세,0,0,0
2023,대전,대전유성구,남,30~39세,0,0,0
2023,대전,대전유성구,남,40~49세,0,0,0
2023,대전,대전유성구,남,50~59세,0,0,0
2023,대전,대전유성구,남,60~69세,57,3230,271227170
2023,대전,대전유성구,남,70~79세,230,10743,964272030
2023,대전,대전유성구,남,80~89세,452,20114,1734280460
2023,대전,대전유성구,남,90~99세,114,5646,490102610
2023,대전,대전유성구,남,100세 이상,0,0,0
2023,대전,대전유성구,여,0~9세,0,0,0
2023,대전,대전유성구,여,10~19세,0,0,0
2023,대전,대전유성구,여,20~29세,0,0,0
2023,대전,대전유성구,여,30~39세,0,0,0
2023,대전,대전유성구,여,40~49세,0,0,0
2023,대전,대전유성구,여,50~59세,13,222,20947280
2023,대전,대전유성구,여,60~69세,79,3688,333170450
2023,대전,대전유성구,여,70~79세,376,10862,934886990
2023,대전,대전유성구,여,80~89세,1315,75815,6407930730
2023,대전,대전유성구,여,90~99세,506,34608,2839641370
2023,대전,대전유성구,여,100세 이상,17,1698,134548220
2023,대전,대전대덕구,남,0~9세,0,0,0
2023,대전,대전대덕구,남,10~19세,0,0,0
2023,대전,대전대덕구,남,20~29세,0,0,0
2023,대전,대전대덕구,남,30~39세,0,0,0
2023,대전,대전대덕구,남,40~49세,0,0,0
2023,대전,대전대덕구,남,50~59세,0,0,0
2023,대전,대전대덕구,남,60~69세,70,721,56038540
2023,대전,대전대덕구,남,70~79세,631,5697,535428990
2023,대전,대전대덕구,남,80~89세,432,5650,427318520
2023,대전,대전대덕구,남,90~99세,152,922,58931320
2023,대전,대전대덕구,남,100세 이상,0,0,0
2023,대전,대전대덕구,여,0~9세,0,0,0
2023,대전,대전대덕구,여,10~19세,0,0,0
2023,대전,대전대덕구,여,20~29세,0,0,0
2023,대전,대전대덕구,여,30~39세,0,0,0
2023,대전,대전대덕구,여,40~49세,0,0,0
2023,대전,대전대덕구,여,50~59세,0,0,0
2023,대전,대전대덕구,여,60~69세,63,628,46564480
2023,대전,대전대덕구,여,70~79세,380,5047,385076630
2023,대전,대전대덕구,여,80~89세,951,13428,935021530
2023,대전,대전대덕구,여,90~99세,345,6224,446927350
2023,대전,대전대덕구,여,100세 이상,16,96,3768190
2023,대전,대전서구,남,0~9세,0,0,0
2023,대전,대전서구,남,10~19세,0,0,0
2023,대전,대전서구,남,20~29세,0,0,0
2023,대전,대전서구,남,30~39세,0,0,0
2023,대전,대전서구,남,40~49세,0,0,0
2023,대전,대전서구,남,50~59세,23,190,24478050
2023,대전,대전서구,남,60~69세,120,2113,170839060
2023,대전,대전서구,남,70~79세,463,6794,548719600
2023,대전,대전서구,남,80~89세,887,11319,885130970
2023,대전,대전서구,남,90~99세,184,6674,519350540
2023,대전,대전서구,남,100세 이상,0,0,0
2023,대전,대전서구,여,0~9세,0,0,0
2023,대전,대전서구,여,10~19세,0,0,0
2023,대전,대전서구,여,20~29세,0,0,0
2023,대전,대전서구,여,30~39세,0,0,0
2023,대전,대전서구,여,40~49세,0,0,0
2023,대전,대전서구,여,50~59세,25,113,9415120
2023,대전,대전서구,여,60~69세,148,1110,88513930
2023,대전,대전서구,여,70~79세,868,11680,943651810
2023,대전,대전서구,여,80~89세,2581,50042,3728069430
2023,대전,대전서구,여,90~99세,933,34193,2606132850
2023,대전,대전서구,여,100세 이상,32,1471,110369830
2023,대전,대전동구,남,0~9세,0,0,0
2023,대전,대전동구,남,10~19세,0,0,0
2023,대전,대전동구,남,20~29세,0,0,0
2023,대전,대전동구,남,30~39세,0,0,0
2023,대전,대전동구,남,40~49세,0,0,0
2023,대전,대전동구,남,50~59세,16,914,77035380
2023,대전,대전동구,남,60~69세,97,7129,588114150
2023,대전,대전동구,남,70~79세,301,14302,1192555730
2023,대전,대전동구,남,80~89세,609,24104,1974598900
2023,대전,대전동구,남,90~99세,136,9038,758373790
2023,대전,대전동구,남,100세 이상,0,0,0
2023,대전,대전동구,여,0~9세,0,0,0
2023,대전,대전동구,여,10~19세,0,0,0
2023,대전,대전동구,여,20~29세,0,0,0
2023,대전,대전동구,여,30~39세,0,0,0
2023,대전,대전동구,여,40~49세,0,0,0
2023,대전,대전동구,여,50~59세,0,0,0
2023,대전,대전동구,여,60~69세,101,4260,353917940
2023,대전,대전동구,여,70~79세,528,22161,1838299270
2023,대전,대전동구,여,80~89세,1704,103824,8508132110
2023,대전,대전동구,여,90~99세,618,48155,3928470070
2023,대전,대전동구,여,100세 이상,21,1953,162110850
2023,대전,대전중구,남,0~9세,0,0,0
2023,대전,대전중구,남,10~19세,0,0,0
2023,대전,대전중구,남,20~29세,0,0,0
2023,대전,대전중구,남,30~39세,0,0,0
2023,대전,대전중구,남,40~49세,0,0,0
2023,대전,대전중구,남,50~59세,38,1673,174778550
2023,대전,대전중구,남,60~69세,177,3537,305690060
2023,대전,대전중구,남,70~79세,497,7658,699409110
2023,대전,대전중구,남,80~89세,907,16030,1317280490
2023,대전,대전중구,남,90~99세,147,6267,503111270
2023,대전,대전중구,남,100세 이상,0,0,0
2023,대전,대전중구,여,0~9세,0,0,0
2023,대전,대전중구,여,10~19세,0,0,0
2023,대전,대전중구,여,20~29세,0,0,0
2023,대전,대전중구,여,30~39세,0,0,0
2023,대전,대전중구,여,40~49세,0,0,0
2023,대전,대전중구,여,50~59세,40,125,12157530
2023,대전,대전중구,여,60~69세,271,2019,176142140
2023,대전,대전중구,여,70~79세,968,14049,1153578040
2023,대전,대전중구,여,80~89세,2181,60029,4934400930
2023,대전,대전중구,여,90~99세,660,27958,2147073950
2023,대전,대전중구,여,100세 이상,30,1469,109478170
2023,울산,울산남구,남,0~9세,0,0,0
2023,울산,울산남구,남,10~19세,0,0,0
2023,울산,울산남구,남,20~29세,0,0,0
2023,울산,울산남구,남,30~39세,0,0,0
2023,울산,울산남구,남,40~49세,0,0,0
2023,울산,울산남구,남,50~59세,12,1317,122747420
2023,울산,울산남구,남,60~69세,168,8708,725514490
2023,울산,울산남구,남,70~79세,563,16929,1444875410
2023,울산,울산남구,남,80~89세,732,31988,2680613280
2023,울산,울산남구,남,90~99세,134,5010,404069390
2023,울산,울산남구,남,100세 이상,0,0,0
2023,울산,울산남구,여,0~9세,0,0,0
2023,울산,울산남구,여,10~19세,0,0,0
2023,울산,울산남구,여,20~29세,0,0,0
2023,울산,울산남구,여,30~39세,0,0,0
2023,울산,울산남구,여,40~49세,0,0,0
2023,울산,울산남구,여,50~59세,16,1284,106203070
2023,울산,울산남구,여,60~69세,180,5058,432082730
2023,울산,울산남구,여,70~79세,872,30038,2569735800
2023,울산,울산남구,여,80~89세,2391,140255,11478595650
2023,울산,울산남구,여,90~99세,674,56937,4597173780
2023,울산,울산남구,여,100세 이상,12,1037,79432370
2023,울산,울산동구,남,0~9세,0,0,0
2023,울산,울산동구,남,10~19세,0,0,0
2023,울산,울산동구,남,20~29세,0,0,0
2023,울산,울산동구,남,30~39세,0,0,0
2023,울산,울산동구,남,40~49세,0,0,0
2023,울산,울산동구,남,50~59세,18,359,47176370
2023,울산,울산동구,남,60~69세,99,3774,333068960
2023,울산,울산동구,남,70~79세,214,6861,630573180
2023,울산,울산동구,남,80~89세,209,9493,814925460
2023,울산,울산동구,남,90~99세,25,1836,152630670
2023,울산,울산동구,남,100세 이상,0,0,0
2023,울산,울산동구,여,0~9세,0,0,0
2023,울산,울산동구,여,10~19세,0,0,0
2023,울산,울산동구,여,20~29세,0,0,0
2023,울산,울산동구,여,30~39세,0,0,0
2023,울산,울산동구,여,40~49세,0,0,0
2023,울산,울산동구,여,50~59세,19,99,10140380
2023,울산,울산동구,여,60~69세,102,2168,193636370
2023,울산,울산동구,여,70~79세,303,11014,959558630
2023,울산,울산동구,여,80~89세,574,42025,3528106330
2023,울산,울산동구,여,90~99세,178,23243,1952360930
2023,울산,울산동구,여,100세 이상,0,0,0
2023,울산,울산중구,남,0~9세,0,0,0
2023,울산,울산중구,남,10~19세,0,0,0
2023,울산,울산중구,남,20~29세,0,0,0
2023,울산,울산중구,남,30~39세,0,0,0
2023,울산,울산중구,남,40~49세,0,0,0
2023,울산,울산중구,남,50~59세,13,182,11106280
2023,울산,울산중구,남,60~69세,124,2099,177215780
2023,울산,울산중구,남,70~79세,370,4260,348436930
2023,울산,울산중구,남,80~89세,453,7603,587311330
2023,울산,울산중구,남,90~99세,27,1169,94925440
2023,울산,울산중구,남,100세 이상,0,0,0
2023,울산,울산중구,여,0~9세,0,0,0
2023,울산,울산중구,여,10~19세,0,0,0
2023,울산,울산중구,여,20~29세,0,0,0
2023,울산,울산중구,여,30~39세,0,0,0
2023,울산,울산중구,여,40~49세,0,0,0
2023,울산,울산중구,여,50~59세,13,65,4517870
2023,울산,울산중구,여,60~69세,161,687,65311460
2023,울산,울산중구,여,70~79세,617,9905,825885370
2023,울산,울산중구,여,80~89세,1124,34948,2760682680
2023,울산,울산중구,여,90~99세,259,17096,1373213230
2023,울산,울산중구,여,100세 이상,0,0,0
